"index","expert_label","video_url","video_title","video_description","video_duration","fragment"
"9","birthday","https://www.youtube.com/watch?v=QOWsgQMW8KE","Avery&#39;s 1st birthday","","29.0","0"
"10","birthday","https://www.youtube.com/watch?v=5MnlLRx-12Q","Happy birthday by Chris!","","73.0","1"
"11","birthday","https://www.youtube.com/watch?v=5MnlLRx-12Q","Happy birthday by Chris!","","73.0","0"
"12","parade","https://www.youtube.com/watch?v=keG0SvJUvs0","1982 freeway in local parade","1982 Freeway in local parade in Illinois","57.0","0"
"13","parade","https://www.youtube.com/watch?v=DAAGIjEHAr8","Celebration in Saigon after SEA games soccer semifinal victory","","16.0","0"
"14","parade","https://www.youtube.com/watch?v=CvNW_pBZL-U","Parade Routine for Judging","FFA members at the 2010 Rose Parade perform their self-choreographed routine for the judges.","57.0","1"
"15","parade","https://www.youtube.com/watch?v=CvNW_pBZL-U","Parade Routine for Judging","FFA members at the 2010 Rose Parade perform their self-choreographed routine for the judges.","57.0","0"
"16","parade","https://www.youtube.com/watch?v=N8wM5ClQgPk","","","120.0","0"
"17","parade","https://www.youtube.com/watch?v=N8wM5ClQgPk","","","120.0","1"
"18","parade","https://www.youtube.com/watch?v=N8wM5ClQgPk","","","120.0","3"
"19","parade","https://www.youtube.com/watch?v=11lKSoM5ND4","MVI_5578.AVI","Day 1 Welcome Parade","16.0","0"
"20","parade","https://www.youtube.com/watch?v=CzhBLA7TuGo","Marching band at Fiesta Bowl parade","A great marching band at the fiesta bowl parade.","61.0","1"
"21","parade","https://www.youtube.com/watch?v=CzhBLA7TuGo","Marching band at Fiesta Bowl parade","A great marching band at the fiesta bowl parade.","61.0","0"
"22","parade","https://www.youtube.com/watch?v=NG3UsCSY-Y4","MVI_0786.AVI","Punta gorda Christmas boat parade","37.0","0"
"23","parade","https://www.youtube.com/watch?v=iRYhBn_zzrg","parade 2010_1508.avi","","30.0","0"
"24","graduation","https://www.youtube.com/watch?v=dtZKg4DSg8g","MVI 1739","jacob y graduation","125.0","4"
"25","graduation","https://www.youtube.com/watch?v=Gluj8Tskpgk","North Graduation 2009: Ha","Ha&#39;s walk across the stage at North High School 2009 Graduation. June 5, 2009","15.0","0"
"26","graduation","https://www.youtube.com/watch?v=elyraFfHF5s","Pre-K Graduation","","98.0","0"
"27","graduation","https://www.youtube.com/watch?v=elyraFfHF5s","Pre-K Graduation","","98.0","1"
"28","graduation","https://www.youtube.com/watch?v=elyraFfHF5s","Pre-K Graduation","","98.0","3"
"29","graduation","https://www.youtube.com/watch?v=N2Hs-89x1Z4","Tanner Pre-K graduation 8/22/09","Song #2 / What I want to be when I grow up","269.0","0"
"30","graduation","https://www.youtube.com/watch?v=N2Hs-89x1Z4","Tanner Pre-K graduation 8/22/09","Song #2 / What I want to be when I grow up","269.0","3"
"31","graduation","https://www.youtube.com/watch?v=N2Hs-89x1Z4","Tanner Pre-K graduation 8/22/09","Song #2 / What I want to be when I grow up","269.0","6"
"0","basketball","https://www.youtube.com/watch?v=a9CHxOIKxns","Youth Basketball Games","","121.0","4"
"1","soccer","https://www.youtube.com/watch?v=bfBQmnfjsEc","Soccer on the beach anyone?","","75.0","1"
"2","birthday","https://www.youtube.com/watch?v=NTNt1-LiHU4","Happy Third Birthday Candles","","21.0","0"
"3","birthday","https://www.youtube.com/watch?v=81_dLClK-CU","Happy Birthday Nana!","Will and Zach wish Nana a happy birthday","30.0","0"
"4","birthday","https://www.youtube.com/watch?v=TI178VCPZRE","Happy Birthday to Megan","Riley says Happy Birthday to Megan.","52.0","1"
"5","birthday","https://www.youtube.com/watch?v=TI178VCPZRE","Happy Birthday to Megan","Riley says Happy Birthday to Megan.","52.0","0"
"6","birthday","https://www.youtube.com/watch?v=4PbVR5ofXlE","Sophia&#39;s 5th Birthday Party","Party at Chuck E. Cheese, February 21, 2010","70.0","1"
"7","birthday","https://www.youtube.com/watch?v=4PbVR5ofXlE","Sophia&#39;s 5th Birthday Party","Party at Chuck E. Cheese, February 21, 2010","70.0","0"
"8","birthday","https://www.youtube.com/watch?v=ABhcD9gM2Mk","Finnegan&#39;s second birthday - eating cake","Finnegan&#39;s second birthday, January 17th 2010.","28.0","0"
"9","birthday","https://www.youtube.com/watch?v=71XE_V-E7nI","Another Happy Birthday Song!","Happy Birthday Mila!","22.0","0"
"10","birthday","https://www.youtube.com/watch?v=QqO7nHZ2i-w","birthday 08","","61.0","1"
"11","birthday","https://www.youtube.com/watch?v=QqO7nHZ2i-w","birthday 08","","61.0","0"
"12","parade","https://www.youtube.com/watch?v=jDsdcRG9f3I","Oktoberfest Parade 1/3","This is the first video I took of the Oktoberfest Parade on 19th Sept., 2009.","61.0","1"
"13","parade","https://www.youtube.com/watch?v=jDsdcRG9f3I","Oktoberfest Parade 1/3","This is the first video I took of the Oktoberfest Parade on 19th Sept., 2009.","61.0","0"
"14","parade","https://www.youtube.com/watch?v=cu_H7O-Ge-8","Parade-1 animal Kingdom","","268.0","0"
"15","parade","https://www.youtube.com/watch?v=cu_H7O-Ge-8","Parade-1 animal Kingdom","","268.0","3"
"16","parade","https://www.youtube.com/watch?v=cu_H7O-Ge-8","Parade-1 animal Kingdom","","268.0","6"
"17","parade","https://www.youtube.com/watch?v=FFVvR0hA9hU","Halloween Parade 2009","Princess Belle and her Prince win for Best Costume at the Massapequa Park Halloween Parade","44.0","0"
"18","parade","https://www.youtube.com/watch?v=Ettjw2eFMj0","LOVE PARADE Footage #1 MVI 2325","Saturday October 3rd, 2009. I Stumbled Across This Event By Chance! The Average Age Of Most Seems To Be Very Young...Nice, Very Nice!!","141.0","0"
"19","parade","https://www.youtube.com/watch?v=Ettjw2eFMj0","LOVE PARADE Footage #1 MVI 2325","Saturday October 3rd, 2009. I Stumbled Across This Event By Chance! The Average Age Of Most Seems To Be Very Young...Nice, Very Nice!!","141.0","2"
"20","parade","https://www.youtube.com/watch?v=Ettjw2eFMj0","LOVE PARADE Footage #1 MVI 2325","Saturday October 3rd, 2009. I Stumbled Across This Event By Chance! The Average Age Of Most Seems To Be Very Young...Nice, Very Nice!!","141.0","4"
"21","parade","https://www.youtube.com/watch?v=mzdnmlgV2ko","Flag Waving and Fly-bys @ West Indian Parade 2009","short clip of the flag wavin action from along the parade route MVI 2526","49.0","1"
"22","parade","https://www.youtube.com/watch?v=mzdnmlgV2ko","Flag Waving and Fly-bys @ West Indian Parade 2009","short clip of the flag wavin action from along the parade route MVI 2526","49.0","0"
"23","parade","https://www.youtube.com/watch?v=ABFpzcYEDi4","Parade 08-09-2009","Parade filmed from Bryant Park, NYC","50.0","1"
"24","graduation","https://www.youtube.com/watch?v=lQv0NHyFlUk","MVI 1067","Nangah Graduation Walk","34.0","0"
"25","graduation","https://www.youtube.com/watch?v=MstCbRT764g","MVI_3466.AVI","Den&#39;s graduation Dec 18th 2009 (part 3)","17.0","0"
"26","graduation","https://www.youtube.com/watch?v=KnlHINl_Gak","Amanda receiving Graduation diploma","Amanda receiving Graduation diploma","46.0","1"
"27","graduation","https://www.youtube.com/watch?v=KnlHINl_Gak","Amanda receiving Graduation diploma","Amanda receiving Graduation diploma","46.0","0"
"28","graduation","https://www.youtube.com/watch?v=0ScOEjwLf0w","Cole Kindergarten Graduation 1","","20.0","0"
"29","graduation","https://www.youtube.com/watch?v=AuvqO7EI9qU","Nic&#39;s Graduation","","18.0","0"
"30","graduation","https://www.youtube.com/watch?v=ghtTjCbCNIw","Adam USF Graduation II 12-18-09","","31.0","0"
"31","graduation","https://www.youtube.com/watch?v=d3HMrBdRZIs","Chris D Graduation - 2","","30.0","0"
"0","basketball","https://www.youtube.com/watch?v=pLXJErUmDAc","Liberty Basketball II","","73.0","1"
"1","soccer","https://www.youtube.com/watch?v=bfBQmnfjsEc","Soccer on the beach anyone?","","75.0","0"
"2","birthday","https://www.youtube.com/watch?v=GCQTi1NNGbA","Nick&#39;s 40th Birthday Cake Song","","118.0","0"
"3","birthday","https://www.youtube.com/watch?v=GCQTi1NNGbA","Nick&#39;s 40th Birthday Cake Song","","118.0","1"
"4","birthday","https://www.youtube.com/watch?v=GCQTi1NNGbA","Nick&#39;s 40th Birthday Cake Song","","118.0","3"
"5","birthday","https://www.youtube.com/watch?v=KXb0DJRD7GA","Singing happy birthday to preston!!","Singing Happy Birthday to Preston only he&#39;s singing the loudest!!","29.0","0"
"6","birthday","https://www.youtube.com/watch?v=6BXz9u0Sxa0","Opening birthday presents 3","","58.0","1"
"7","birthday","https://www.youtube.com/watch?v=6BXz9u0Sxa0","Opening birthday presents 3","","58.0","0"
"8","birthday","https://www.youtube.com/watch?v=ElmlEbJYQ6M","birthday candles","","42.0","0"
"9","birthday","https://www.youtube.com/watch?v=Il3R3FCKSjU","Surprise 30th Birthday","","108.0","0"
"10","birthday","https://www.youtube.com/watch?v=Il3R3FCKSjU","Surprise 30th Birthday","","108.0","1"
"11","birthday","https://www.youtube.com/watch?v=Il3R3FCKSjU","Surprise 30th Birthday","","108.0","3"
"12","parade","https://www.youtube.com/watch?v=ABFpzcYEDi4","Parade 08-09-2009","Parade filmed from Bryant Park, NYC","50.0","0"
"13","parade","https://www.youtube.com/watch?v=JJ09AwqVUWM","","","35.0","0"
"14","parade","https://www.youtube.com/watch?v=i56R4SjI_Tw","MVI 2250 3rd grade costume parade RVES 10-30-09","","86.0","1"
"15","parade","https://www.youtube.com/watch?v=i56R4SjI_Tw","MVI 2250 3rd grade costume parade RVES 10-30-09","","86.0","0"
"16","parade","https://www.youtube.com/watch?v=i56R4SjI_Tw","MVI 2250 3rd grade costume parade RVES 10-30-09","","86.0","2"
"17","parade","https://www.youtube.com/watch?v=B2DKG_pfSOk","tokyo disney parade 01/01/10","","61.0","1"
"18","parade","https://www.youtube.com/watch?v=B2DKG_pfSOk","tokyo disney parade 01/01/10","","61.0","0"
"19","parade","https://www.youtube.com/watch?v=d5epenHG0sE","","","62.0","1"
"20","parade","https://www.youtube.com/watch?v=d5epenHG0sE","","","62.0","0"
"21","parade","https://www.youtube.com/watch?v=letpfx_Ileg","bacchus parade 2010 (w/drew breese)","","31.0","0"
"22","parade","https://www.youtube.com/watch?v=bM0G0IJG6QI","Defense New Orleans Saints Parade","","22.0","0"
"23","parade","https://www.youtube.com/watch?v=jv7AzwFuVYE","MVI_0844.AVI","Endymion parade","39.0","0"
"24","graduation","https://www.youtube.com/watch?v=Hi_SsNzxujU","Lillians High School Graduation","Lily graduated from high school. GO Lily","101.0","0"
"25","graduation","https://www.youtube.com/watch?v=Hi_SsNzxujU","Lillians High School Graduation","Lily graduated from high school. GO Lily","101.0","1"
"26","graduation","https://www.youtube.com/watch?v=Hi_SsNzxujU","Lillians High School Graduation","Lily graduated from high school. GO Lily","101.0","3"
"27","graduation","https://www.youtube.com/watch?v=gH3jpnlTqWU","Grand Valley State Graduation","My sister&#39;s graduation with her Dr. of Physical Therapy....","83.0","1"
"28","graduation","https://www.youtube.com/watch?v=gH3jpnlTqWU","Grand Valley State Graduation","My sister&#39;s graduation with her Dr. of Physical Therapy....","83.0","0"
"29","graduation","https://www.youtube.com/watch?v=gH3jpnlTqWU","Grand Valley State Graduation","My sister&#39;s graduation with her Dr. of Physical Therapy....","83.0","2"
"30","graduation","https://www.youtube.com/watch?v=HIYcI1As2dk","MVI 1621","Graduation day for Brian 2009 MDS","120.0","0"
"31","graduation","https://www.youtube.com/watch?v=HIYcI1As2dk","MVI 1621","Graduation day for Brian 2009 MDS","120.0","1"
"0","basketball","https://www.youtube.com/watch?v=pLXJErUmDAc","Liberty Basketball II","","73.0","0"
"1","soccer","https://www.youtube.com/watch?v=bfBQmnfjsEc","Soccer on the beach anyone?","","75.0","2"
"2","birthday","https://www.youtube.com/watch?v=MdoKaosib6U","Happy Bday dollu.AVI","Happy Birthday","21.0","0"
"3","birthday","https://www.youtube.com/watch?v=6sARXdjqZjE","Seth & Owen&#39;s Birthday Tribute to their Dad.","","33.0","0"
"4","birthday","https://www.youtube.com/watch?v=TvLwPPryCv0","MVI_3766.AVI","Happy 3rd Birthday","33.0","0"
"5","birthday","https://www.youtube.com/watch?v=3piD4CjWPWs","MVI_2530 Happy Birthday to baba.MOV","","42.0","0"
"6","birthday","https://www.youtube.com/watch?v=4I8XKfitEu0","Happy Birthday Juliet!","Juliet&#39;s first birthday!!","50.0","1"
"7","birthday","https://www.youtube.com/watch?v=4I8XKfitEu0","Happy Birthday Juliet!","Juliet&#39;s first birthday!!","50.0","0"
"8","birthday","https://www.youtube.com/watch?v=Szptysea19M","Happy Birthday, Grandpa Jim!","Happy Birthday, Grandpa Jim!","70.0","1"
"9","birthday","https://www.youtube.com/watch?v=Szptysea19M","Happy Birthday, Grandpa Jim!","Happy Birthday, Grandpa Jim!","70.0","0"
"10","birthday","https://www.youtube.com/watch?v=2Fqguy1UYVM","Sinh Nhat JIMMY ( cat banh an )","","96.0","0"
"11","birthday","https://www.youtube.com/watch?v=2Fqguy1UYVM","Sinh Nhat JIMMY ( cat banh an )","","96.0","1"
"12","parade","https://www.youtube.com/watch?v=l0tfDbR7WzA","Anniston, Al Christmas Parade","","206.0","1"
"13","parade","https://www.youtube.com/watch?v=l0tfDbR7WzA","Anniston, Al Christmas Parade","","206.0","3"
"14","parade","https://www.youtube.com/watch?v=l0tfDbR7WzA","Anniston, Al Christmas Parade","","206.0","5"
"15","parade","https://www.youtube.com/watch?v=o08Ot62kwGg","Canmore - Send Off Parade Olympic Athletes Feb 7th 2010","","255.0","0"
"16","parade","https://www.youtube.com/watch?v=o08Ot62kwGg","Canmore - Send Off Parade Olympic Athletes Feb 7th 2010","","255.0","3"
"17","parade","https://www.youtube.com/watch?v=o08Ot62kwGg","Canmore - Send Off Parade Olympic Athletes Feb 7th 2010","","255.0","6"
"18","parade","https://www.youtube.com/watch?v=o8vjxLPv8eM","York Lions Steel Band @ Beach Easter Parade April 2009","The Easter Bunny wined down at the Beach Easter parade. MVI 7862 lions steel band","52.0","1"
"19","parade","https://www.youtube.com/watch?v=o8vjxLPv8eM","York Lions Steel Band @ Beach Easter Parade April 2009","The Easter Bunny wined down at the Beach Easter parade. MVI 7862 lions steel band","52.0","0"
"20","parade","https://www.youtube.com/watch?v=e8uidZXdsNo","2nd upload MVI 0393","Orange parade in Bobcaygeon on July 4, 2009","18.0","0"
"21","parade","https://www.youtube.com/watch?v=H33jY6pJ4xY","Japan Electrical parade 6 of 22 MVI 5567","","65.0","1"
"22","parade","https://www.youtube.com/watch?v=H33jY6pJ4xY","Japan Electrical parade 6 of 22 MVI 5567","","65.0","0"
"23","parade","https://www.youtube.com/watch?v=DCF_o5hQgwQ","MVI 5215","Parade 1","25.0","0"
"24","graduation","https://www.youtube.com/watch?v=HIYcI1As2dk","MVI 1621","Graduation day for Brian 2009 MDS","120.0","3"
"25","graduation","https://www.youtube.com/watch?v=fh4mBw7QrYE","MVI 0058","patricks Graduation","155.0","0"
"26","graduation","https://www.youtube.com/watch?v=fh4mBw7QrYE","MVI 0058","patricks Graduation","155.0","2"
"27","graduation","https://www.youtube.com/watch?v=fh4mBw7QrYE","MVI 0058","patricks Graduation","155.0","4"
"28","graduation","https://www.youtube.com/watch?v=kLwV6_sdgpE","Ufaq&#39;s Graduation 2009","08/12/2009 - Star City Casino, Sydney","50.0","1"
"29","graduation","https://www.youtube.com/watch?v=kLwV6_sdgpE","Ufaq&#39;s Graduation 2009","08/12/2009 - Star City Casino, Sydney","50.0","0"
"30","graduation","https://www.youtube.com/watch?v=ntYNg7XBvxs","MVI_4397.AVI","Toms Graduation my vid with Cheer!","25.0","0"
"31","graduation","https://www.youtube.com/watch?v=oC5AFDGSysE","MVI 0685 Voyagers singing at Hoggard graduation","Stephen & Tara doing their last song with the Voyagers at graduation. They sang Why Walk When You Can Fly&quot;.","194.0","1"
"0","basketball","https://www.youtube.com/watch?v=NFmnnXMD30c","MVI 5462 Fort Sanders basketball Knoxville Tennessee","Fort Sanders basketball Knoxville Tennessee","59.0","1"
"1","soccer","https://www.youtube.com/watch?v=JPr4WGOt9gU","MVI 0317","Was fun playin indoor soccer at San Jose","136.0","0"
"2","birthday","https://www.youtube.com/watch?v=2Fqguy1UYVM","Sinh Nhat JIMMY ( cat banh an )","","96.0","3"
"3","birthday","https://www.youtube.com/watch?v=Rc2g94MfvlY","Ravi 40th Birthday Celebrations","Ravi 40th Birthday Celebrations at Marriot on 01/11","440.0","3"
"4","birthday","https://www.youtube.com/watch?v=Rc2g94MfvlY","Ravi 40th Birthday Celebrations","Ravi 40th Birthday Celebrations at Marriot on 01/11","440.0","7"
"5","birthday","https://www.youtube.com/watch?v=Rc2g94MfvlY","Ravi 40th Birthday Celebrations","Ravi 40th Birthday Celebrations at Marriot on 01/11","440.0","11"
"6","birthday","https://www.youtube.com/watch?v=FZupo10lco0","Bodhe - Happy Birthday to You!","A new humans reaction to being sang to by a crowd!","18.0","0"
"7","birthday","https://www.youtube.com/watch?v=02VsgjvoBsE","Nicholas First Birthday","","26.0","0"
"8","birthday","https://www.youtube.com/watch?v=CDML2r4AfSM","Happy Birthday Margo!","We love you xx xx xx xx","67.0","1"
"9","birthday","https://www.youtube.com/watch?v=CDML2r4AfSM","Happy Birthday Margo!","We love you xx xx xx xx","67.0","0"
"10","birthday","https://www.youtube.com/watch?v=FnNuSI_bUcU","birthday","birthday","76.0","1"
"11","birthday","https://www.youtube.com/watch?v=FnNuSI_bUcU","birthday","birthday","76.0","0"
"12","parade","https://www.youtube.com/watch?v=DvICte2sGg4","MVI 1297","patriotic hen at the DC 4th parade","58.0","1"
"13","parade","https://www.youtube.com/watch?v=DvICte2sGg4","MVI 1297","patriotic hen at the DC 4th parade","58.0","0"
"14","parade","https://www.youtube.com/watch?v=CdlFodKWThI","","","176.0","0"
"15","parade","https://www.youtube.com/watch?v=CdlFodKWThI","","","176.0","2"
"16","parade","https://www.youtube.com/watch?v=CdlFodKWThI","","","176.0","4"
"17","parade","https://www.youtube.com/watch?v=DifoiqwlpJc","Japan Electrical parade 16 of 22 MVI 5577","","22.0","0"
"18","parade","https://www.youtube.com/watch?v=K-581RPP4c0","Thriller Parade Lexington 2009","Thriller Parade Lexington 2009","202.0","1"
"19","parade","https://www.youtube.com/watch?v=K-581RPP4c0","Thriller Parade Lexington 2009","Thriller Parade Lexington 2009","202.0","3"
"20","parade","https://www.youtube.com/watch?v=K-581RPP4c0","Thriller Parade Lexington 2009","Thriller Parade Lexington 2009","202.0","5"
"21","parade","https://www.youtube.com/watch?v=aPrzffG_H-A","MCD 35 Flag Team 2010","35 Double Trouble Twirlers in the SAINTS Parade Feb. 9, 2010","31.0","0"
"22","parade","https://www.youtube.com/watch?v=jxDThihDKLY","Tokyo Disney parade","MVI 1621","65.0","1"
"23","parade","https://www.youtube.com/watch?v=jxDThihDKLY","Tokyo Disney parade","MVI 1621","65.0","0"
"24","graduation","https://www.youtube.com/watch?v=oC5AFDGSysE","MVI 0685 Voyagers singing at Hoggard graduation","Stephen & Tara doing their last song with the Voyagers at graduation. They sang Why Walk When You Can Fly&quot;.","194.0","3"
"25","graduation","https://www.youtube.com/watch?v=oC5AFDGSysE","MVI 0685 Voyagers singing at Hoggard graduation","Stephen & Tara doing their last song with the Voyagers at graduation. They sang Why Walk When You Can Fly&quot;.","194.0","5"
"26","graduation","https://www.youtube.com/watch?v=cSznU27Nbyg","MVI 1626","Brian&#39;s graduation from pre-kinder at the Methodist Day School 2009","25.0","0"
"27","graduation","https://www.youtube.com/watch?v=CRV6vOk4Uk8","Layla graduation 6","2009 pre k graduation","150.0","0"
"28","graduation","https://www.youtube.com/watch?v=CRV6vOk4Uk8","Layla graduation 6","2009 pre k graduation","150.0","2"
"29","graduation","https://www.youtube.com/watch?v=CRV6vOk4Uk8","Layla graduation 6","2009 pre k graduation","150.0","4"
"30","graduation","https://www.youtube.com/watch?v=lgw0_GG54oQ","TUT TVTB06 Graduation Ceremony","","125.0","0"
"31","graduation","https://www.youtube.com/watch?v=lgw0_GG54oQ","TUT TVTB06 Graduation Ceremony","","125.0","2"
"0","basketball","https://www.youtube.com/watch?v=NFmnnXMD30c","MVI 5462 Fort Sanders basketball Knoxville Tennessee","Fort Sanders basketball Knoxville Tennessee","59.0","0"
"1","soccer","https://www.youtube.com/watch?v=JPr4WGOt9gU","MVI 0317","Was fun playin indoor soccer at San Jose","136.0","2"
"2","birthday","https://www.youtube.com/watch?v=FnNuSI_bUcU","birthday","birthday","76.0","2"
"3","birthday","https://www.youtube.com/watch?v=R9wzyMN6Tzo","Happy Birthday Nuggins 3","","31.0","0"
"4","birthday","https://www.youtube.com/watch?v=7Hd9ApETKeE","Gabbie&#39;s Birthday Gift from Greg GHHR","2010","82.0","1"
"5","birthday","https://www.youtube.com/watch?v=7Hd9ApETKeE","Gabbie&#39;s Birthday Gift from Greg GHHR","2010","82.0","0"
"6","birthday","https://www.youtube.com/watch?v=7Hd9ApETKeE","Gabbie&#39;s Birthday Gift from Greg GHHR","2010","82.0","2"
"7","birthday","https://www.youtube.com/watch?v=SzVwLixTB38","MVI_2495.AVI","Brian cram three cupcakes in his mouth in celebration of his 30th birthday.","184.0","1"
"8","birthday","https://www.youtube.com/watch?v=SzVwLixTB38","MVI_2495.AVI","Brian cram three cupcakes in his mouth in celebration of his 30th birthday.","184.0","3"
"9","birthday","https://www.youtube.com/watch?v=SzVwLixTB38","MVI_2495.AVI","Brian cram three cupcakes in his mouth in celebration of his 30th birthday.","184.0","5"
"10","birthday","https://www.youtube.com/watch?v=IXztbxubTHg","MVI_0396.AVI","Happy Birthday Grandma Jeannie!!!!!","30.0","0"
"11","birthday","https://www.youtube.com/watch?v=1vyQRQtkQ3k","Happy Birthday Brobee","","46.0","1"
"12","parade","https://www.youtube.com/watch?v=-uzcNyBWMiI","Who are we? J-E-D!","Parade - July 4th 2009 - Canonsburg PA","30.0","0"
"13","parade","https://www.youtube.com/watch?v=5rHkgltea-k","","","71.0","1"
"14","parade","https://www.youtube.com/watch?v=5rHkgltea-k","","","71.0","0"
"15","parade","https://www.youtube.com/watch?v=HZv7N0IhKE4","New Year&#39;s Eve Parade","New Year&#39;s Eve Parade, Pittsburgh 2009-2010","381.0","1"
"16","parade","https://www.youtube.com/watch?v=HZv7N0IhKE4","New Year&#39;s Eve Parade","New Year&#39;s Eve Parade, Pittsburgh 2009-2010","381.0","5"
"17","parade","https://www.youtube.com/watch?v=HZv7N0IhKE4","New Year&#39;s Eve Parade","New Year&#39;s Eve Parade, Pittsburgh 2009-2010","381.0","9"
"18","parade","https://www.youtube.com/watch?v=daKzLuZHGt4","night parade@t0kyo cont.","","251.0","0"
"19","parade","https://www.youtube.com/watch?v=daKzLuZHGt4","night parade@t0kyo cont.","","251.0","3"
"20","parade","https://www.youtube.com/watch?v=daKzLuZHGt4","night parade@t0kyo cont.","","251.0","6"
"21","parade","https://www.youtube.com/watch?v=7aVDWD_4qCY","Disney Christmas Parade","Taryn got to dance in the Christmas Parade at Disneyland as part of Tiffany&#39;s Dance Academy.","73.0","1"
"22","parade","https://www.youtube.com/watch?v=7aVDWD_4qCY","Disney Christmas Parade","Taryn got to dance in the Christmas Parade at Disneyland as part of Tiffany&#39;s Dance Academy.","73.0","0"
"23","parade","https://www.youtube.com/watch?v=BNI4zwJw9KI","gasparilla day parade 2010","","22.0","0"
"24","graduation","https://www.youtube.com/watch?v=lgw0_GG54oQ","TUT TVTB06 Graduation Ceremony","","125.0","4"
"25","graduation","https://www.youtube.com/watch?v=erggSLTper8","MVI 1756","jacob y graduation","70.0","1"
"26","graduation","https://www.youtube.com/watch?v=erggSLTper8","MVI 1756","jacob y graduation","70.0","0"
"27","graduation","https://www.youtube.com/watch?v=m1oeOZ5MRdQ","AT THE BEGiNNiNG","GRADUATiON DONG ;))","200.0","1"
"28","graduation","https://www.youtube.com/watch?v=m1oeOZ5MRdQ","AT THE BEGiNNiNG","GRADUATiON DONG ;))","200.0","3"
"29","graduation","https://www.youtube.com/watch?v=m1oeOZ5MRdQ","AT THE BEGiNNiNG","GRADUATiON DONG ;))","200.0","5"
"30","graduation","https://www.youtube.com/watch?v=O4QFoiUOVkU","GRADUATION PRANK","My younger brother pulled off a prank at his graduation ceremony","48.0","1"
"31","graduation","https://www.youtube.com/watch?v=O4QFoiUOVkU","GRADUATION PRANK","My younger brother pulled off a prank at his graduation ceremony","48.0","0"
"0","basketball","https://www.youtube.com/watch?v=3dMoF9-pp6M","Washington HS Boys Jr Varsity Basketball","Mission vrs Washington HS Boys Jr Varsity Basketball","35.0","0"
"1","soccer","https://www.youtube.com/watch?v=JPr4WGOt9gU","MVI 0317","Was fun playin indoor soccer at San Jose","136.0","4"
"2","birthday","https://www.youtube.com/watch?v=1vyQRQtkQ3k","Happy Birthday Brobee","","46.0","0"
"3","birthday","https://www.youtube.com/watch?v=NU0bKzsfJbA","Lizzy&#39;s Birthday","age 10 with da Fam","180.0","0"
"4","birthday","https://www.youtube.com/watch?v=NU0bKzsfJbA","Lizzy&#39;s Birthday","age 10 with da Fam","180.0","2"
"5","birthday","https://www.youtube.com/watch?v=NU0bKzsfJbA","Lizzy&#39;s Birthday","age 10 with da Fam","180.0","4"
"6","birthday","https://www.youtube.com/watch?v=J8kktBzAj4A","Jules&#39;s first birthday party","","98.0","0"
"7","birthday","https://www.youtube.com/watch?v=J8kktBzAj4A","Jules&#39;s first birthday party","","98.0","1"
"8","birthday","https://www.youtube.com/watch?v=J8kktBzAj4A","Jules&#39;s first birthday party","","98.0","3"
"9","birthday","https://www.youtube.com/watch?v=IgBs8FacQuc","My 1st Birthday bash","","25.0","0"
"10","birthday","https://www.youtube.com/watch?v=SfaW_l1zzo4","Jason Hard rock Birthday","Jason gets called to the center of the restaurant for his happy birthday.","75.0","1"
"11","birthday","https://www.youtube.com/watch?v=SfaW_l1zzo4","Jason Hard rock Birthday","Jason gets called to the center of the restaurant for his happy birthday.","75.0","0"
"12","parade","https://www.youtube.com/watch?v=JqqE_Rmvyws","Jaypee S. Tuto graduation day","","181.0","1"
"13","parade","https://www.youtube.com/watch?v=JqqE_Rmvyws","Jaypee S. Tuto graduation day","","181.0","3"
"14","parade","https://www.youtube.com/watch?v=JqqE_Rmvyws","Jaypee S. Tuto graduation day","","181.0","5"
"15","parade","https://www.youtube.com/watch?v=cfuuxqd5IJs","Chinese New Year Parade","","37.0","0"
"16","parade","https://www.youtube.com/watch?v=bYnB85my0oA","MVI 3176","4th of July Parade Huntington Beach","37.0","0"
"17","parade","https://www.youtube.com/watch?v=PSzQyyUfojo","2009 Disney Parade Night1","2009 Christmas in Disneyland Magic Kingdom Orlando. With Honey.","51.0","0"
"18","parade","https://www.youtube.com/watch?v=KrlXuXiutes","Quinn&#39;s First Parade","2009 Target Holidazzle Parade in downtown Minneapolis.","40.0","0"
"19","parade","https://www.youtube.com/watch?v=7P-kM7z0P7E","2009 wake and bake!!!","me and my bro, at the brockton parade!!!","31.0","0"
"20","parade","https://www.youtube.com/watch?v=esmyBEMo8kY","MVI_0047.AVI","Disney World, Orlando, 27 Nov. 2009, Light Parade.","73.0","1"
"21","parade","https://www.youtube.com/watch?v=esmyBEMo8kY","MVI_0047.AVI","Disney World, Orlando, 27 Nov. 2009, Light Parade.","73.0","0"
"22","parade","https://www.youtube.com/watch?v=hODp9WMG5hA","Kobe Bryant Championship Parade @ Disneyland 2009","Kobe Bryant parade @ Disneyland 6-18-09","88.0","1"
"23","parade","https://www.youtube.com/watch?v=hODp9WMG5hA","Kobe Bryant Championship Parade @ Disneyland 2009","Kobe Bryant parade @ Disneyland 6-18-09","88.0","0"
"24","graduation","https://www.youtube.com/watch?v=Lc0ZO3DgrTc","Cole Kindergarten Graduation 2","","16.0","0"
