id,label
2887,kids waiting for graduation
2888,kids walking
2889,kids walking on a sidwalk
2890,kids wall floor chair table cake candle flame
2891,kids waving at camera
2892,kids wearing masks
2893,kids wearing red gowns
2894,kids yelling
2895,kids' basketball game
2896,kids' birthday party
2897,killer whale
2898,kilt
2899,kilts
2900,kinder
2901,kindergarden
2902,kindergarden graduation
2903,kindergarden kids celebarating
2904,kindergartan
2905,kindergarten
2906,kindergarten  graduation
2907,kindergarten graduation
2908,kindergarten kids parading around in their halloween costimes
2909,kindergarten students graduate
2910,kiss
2911,kisses
2912,kitchen
2913,kitchen camera
2914,kitchen counter
2915,kitchen table
2916,kites
2917,klitchen
2918,knees
2919,knife
2920,knights
2921,label
2922,ladders
2923,ladies wave
2924,lady
2925,lady makes a graduation speech
2926,lady makes a speech
2927,lady makes a speech at her graduation
2928,lady signing to kids
2929,lady singing happy birthday to her cats
2930,lady sings happy birthday to a baby
2931,ladybug
2932,lakers
2933,lakers fans celebrate with them on their championship
2934,lakers fans celebrate with them on their championship!
2935,lamp
2936,land of hope and glory
2937,land of hope anfd glory
2938,lantern ceremony
2939,lantern display
2940,lantern festival
2941,lantern parade
2942,lantern show
2943,lanterns
2944,lanterns float
2945,lanters
2946,laptop
2947,laptops
2948,large crowds
2949,large graduation ceremony
2950,large student float
2951,large theatre hall
2952,large tree on float
2953,large truck
2954,large video screen
2955,larking
2956,laser
2957,latin
2958,latin kids
2959,latino
2960,laugh
2961,laughing
2962,laughing young girl
2963,laughter
2964,lauging
2965,lawn
2966,lays
2967,leader
2968,leaders
2969,leads
2970,leaning
2971,learning
2972,leashes
2973,leather
2974,leather jackets
2975,leaves
2976,lecture
2977,lecturn
2978,leg up
2979,leis
2980,lessons
2981,letter
2982,letters
2983,licking
2984,lider
2985,lidfsdf
2986,lifting
2987,lighs
2988,light decoration
2989,light display
2990,light floats disney
2991,light pole
2992,light sabre
2993,light show
2994,light up
2995,light up float
2996,light up floats
2997,light up parade
2998,lighted caterpillar
2999,lighted floats
3000,lighted signs
3001,lighted snails
3002,lightening
3003,lighter
3004,lighting candle
3005,lighting candles on birthday cake
3006,lighting of candles
3007,lighting up birthday candles
3008,lighting vehicle
3009,lights
3010,lights animal balloon pooh mushroom
3011,lights ceiling band flag men floor
3012,lights chairs flag wall stage cap gown crowd
3013,lights costumes
3014,lights flashing
3015,lights float night parade people
3016,lights night float dark
3017,lights night float parade
3018,lights night float pooh tigger parade
3019,lights night parade sign
3020,lights night parade street float
3021,lights night sidewalk crowd men
3022,lights night teacup parade crowd float
3023,lights on display
3024,lights pole people building sign night
3025,lights up
3026,ligts
3027,limited playback
3028,limo
3029,lincoln
3030,line up
3031,line up for graduation stage
3032,line-up
3033,lined up
3034,ling
3035,lion
3036,listening music
3037,listening to mom
3038,lit
3039,lit birthday cake
3040,lit cake
3041,lit candle
3042,lit candles
3043,lit fir
3044,lit instruments
3045,lit up float parade
3046,little
3047,little babiy birthday celebration
3048,little baby dancing
3049,little boy
3050,little boy accepting diploma
3051,little boy at home
3052,little boy b owing out candle on cupcake
3053,little boy b;owing out candle on cupcake
3054,little boy on stage speaking foreign language
3055,little boy on stage speaking in foreign language
3056,little boy openeing birthday presents
3057,little boy opening gifts
3058,little boy opening present
3059,little boy opens a birthday gift
3060,little boy reading
3061,little boy showing off his new dvd
3062,little boy simging
3063,little boy singing happy birthday
3064,little boys
3065,little boys birthday
3066,little boys birthday party
3067,little ceasars
3068,little child climbing on sofa
3069,little children celebrating a birthday
3070,little children getting awards
3071,little children singing
3072,little children siniging in class
3073,little children sining
3074,little children's graduation
3075,little childrens graduation
3076,little dogs take part in a parade
3077,little girl
3078,little girl and teacher
3079,little girl celebrating birthday
3080,little girl in garden
3081,little girl opening presents
3082,little girl opens a birthday card
3083,little girl playing
3084,little girl shoots and misses
3085,little girl singing happy birthday
3086,little girl sings
3087,little girl smiling
3088,little girl tries to blow out her candle
3089,little girl unwrapping a present
3090,little girl waving at camera
3091,little girls
3092,little girls birthday party
3093,little girls running in field
3094,little girls soccer game
3095,little gorl
3096,little guy blows out candles
3097,little kid makes a graduation speech
3098,little kid playing
3099,little kid watching
3100,little kid's birthday
3101,little kid's halloween parade
3102,little kids
3103,little kids birthday cake with a musical candle
3104,little kids birthday party
3105,little kids exercising outside
3106,little kids graduate
3107,little kids graduating from their class
3108,little kids graduation
3109,little kids graduation party
3110,little kids performing at school
3111,little kids playing soccer in the gym
3112,little kids playing soccer.
3113,little kids pretending to have a parade
3114,little kids singing
3115,little kids singing happy birthday
3116,little league
3117,little school kids sininging
3118,little speaking in foreign language except for words happy birthday
3119,littlekids get awards
3120,living room
3121,livingroom
3122,lizard
3123,lk
3124,llkljkl
3125,locomotive
3126,logo
3127,logos
3128,looking
3129,looking at pictures
3130,looking sad
3131,lorries
3132,lots of disruptions
3133,lots of niose
3134,lots of noise
3135,lots of people standing outside of their cars parked along the side of road
3136,lots of people watching lots of people walking with parade marchers
3137,lots of visitors watching
3138,lots of visitors watching parade pass by
3139,loud
3140,loud crowds
3141,loud mom yelling
3142,loud people sing
3143,loudmouth woman yelling
3144,loudspeaker
3145,love parade
3146,luau
3147,luke
3148,lumeniare
3149,lumiere
3150,luminaries
3151,lumpia
3152,lunch
3153,ma
3154,machinary
3155,machine
3156,maching band
3157,mad hatter
3158,magic
3159,magic trick
3160,main street
3161,majorettes
3162,makeup
3163,making a speech
3164,making a wish
3165,making faces
3166,makot
3167,male portrait
3168,males
3169,mall
3170,man
3171,man attempts to eat blue food
3172,man beats a drum
3173,man blowing out candles on cake
3174,man blowing out candles.
3175,man clapping
3176,man claps
3177,man conducting a choir
3178,man drinking beer
3179,man driving a large float
3180,man glasses microphone beard flash
3181,man group woman church choir
3182,man handing over certificate
3183,man holding candle lit cupcake
3184,man holding flowers in hands
3185,man hugging another man
3186,man hugging two girls
3187,man in costume
3188,man in womans clothing
3189,man laughing
3190,man makes a speech
3191,man playing bagpipes leads a parade of children
3192,man playing organ
3193,man reading a statement in a public setting
3194,man riding horse
3195,man sits
3196,man speaking
3197,man speaking on podium
3198,man speaking to people
3199,man talking
3200,man talking to camera
3201,man waving
3202,man with whip
3203,many
3204,many people
3205,many tables chairs
3206,many tables/chairs
3207,many trees
3208,many women dancing at a dance michael jackson and are being recorded
3209,maomao's graduation
3210,map
3211,maracas
3212,marathon
3213,marble
3214,marchers
3215,marchers carrying banners
3216,marchers holding banners
3217,marchers in space costumes
3218,marchers playing drums and bagpipes
3219,marchers playing instruments
3220,marchers waving to crowd
3221,marching
3222,marching band
3223,marching band at event
3224,marching band entering hall
3225,marching band follows
3226,marching band go down street
3227,marching band in an arena
3228,marching band instruments
3229,marching band parade
3230,marching band procession
3231,marching bandin a  parade
3232,marching drummers
3233,marching in place
3234,marching in street
3235,marching kids
3236,marching on track
3237,marching parade
3238,marchingband
3239,mardi gras
3240,mardi gras parade
3241,mardi grass
3242,mardigra
3243,mardigra beads
3244,marina
3245,marines
3246,marines being talked to during graduation
3247,markers
3248,market
3249,martching
3250,martching band
3251,mascot
3252,mascot clapping
3253,mascot riling up the crowd
3254,mascots
3255,mascots dancing
3256,mascott
3257,maskot
3258,masks
3259,mass
3260,master of bussiness
3261,match
3262,match games with children
3263,matching band (this one time at band camp)
3264,matching dresses
3265,maybe a birthday occasion
3266,maybe a parade or graduation
3267,maybe kindergarten students
3268,mba graduation awards
3269,meal
3270,medal
3271,meet and greet
3272,meeting
3273,megaphone
3274,megaphones
3275,mem
3276,men
3277,men and women awaiting commencement of graduation ceromony
3278,men crowd cap gown student
3279,men dancing on float
3280,men in uniform
3281,men in uniform marching inside a building
3282,men on float
3283,men on side of car
3284,men playing basketball
3285,men playing soccer
3286,men riding on float
3287,men sailor building uniform hat pants
3288,men shirt pant
3289,men talking
3290,mens basketball game
3291,mermaid
3292,merry
3293,merry go round
3294,mess
3295,message
3296,messy
3297,messy birthday cake
3298,messy face
3299,mexican
3300,mexican band
3301,mic woman paprt bag dress shirt necklace sign wall
3302,mice
3303,mices
3304,mickey
3305,mickey & minnie
3306,mickey and minnie mouse
3307,mickey minnie
3308,mickey mouse
3309,mickey mouse candy bag
3310,mickey mouse float
3311,mickey mouse in a parade
3312,mickey mouse parade float
3313,mickey mouse pinata
3314,mickey pinata
3315,mickey table chair kids wall
3316,mickie mouse
3317,micky mouse
3318,micky waving
3319,microhone
3320,microphone
3321,middle school
3322,middle school band
3323,middle school graduation
3324,middle school graduation?
3325,miitary
3326,mike
3327,milaitary
3328,milatary
3329,milestone
3330,militar
3331,military
3332,military are lined up to parade
3333,military band
3334,military band parade
3335,military drill
3336,military formation
3337,military group
3338,military guys doing a marching formation
3339,military line up to parade
3340,military march
3341,military parade
3342,military parade marches down a street
3343,military parade ohh rah
3344,military pass-out celebration
3345,military procession
3346,military review
3347,military show
3348,military song being chanted
3349,military street march
3350,military troops standing
3351,milk
3352,millitary
3353,miltary parade
3354,mini car parade
3355,mining
3356,minister
3357,minnie
3358,minnie mouse
3359,minnie waving
3360,mirror
3361,misc speech
3362,mixed generations
3363,mixed sex
3364,mj
3365,mob dance
3366,mock graduation
3367,model car
3368,model trucks
3369,models
3370,mom
3371,mom & kid
3372,mom and kids
3373,mom daughter tree bush kids ground
3374,mom dishes table map wall fridge
3375,mom encourages him
3376,mom kid
3377,mom passes baby to surly dad
3378,mom passes baby to surly dad.
3379,mom scratches her butt
3380,mom singing happy birthday
3381,mom speaking about daughter
3382,mom squeaks
3383,mom talking to kids
3384,mom with daughter talking
3385,mommy
3386,moms kids wall sidewalk camera building costume
3387,monitor
3388,monochrome
3389,monster mash
3390,monsters
3391,monsters inc
3392,monument
3393,moon
3394,morning
3395,mortar board and gown
3396,mortar board and gowns
3397,mortar boards
3398,mortar boards and gowns
3399,morterboards
3400,motercycles
3401,mother
3402,mother and 2 little boys talking at home
3403,mother communicating with older toddler
3404,mother speaking about family
3405,mother standing next to daughter
3406,mother talking
3407,mother trying to sing happy birthday song
3408,mother video taping
3409,motivation
3410,motivational speech
3411,motor bikes
3412,motorbike convoy
3413,motorbike parade
3414,motorbike street parade
3415,motorbikes
3416,motorcade
3417,motorcars
3418,motorcycle convoy
3419,motorcycle event
3420,motorcycle gang
3421,motorcycle parade
3422,motorcycle riders dressed in santa suits
3423,motorcycles
3424,motorcycles driving
3425,motorcycles in street parade
3426,motorcyclist
3427,motorcyclists take part in a holiday parade
3428,mountains
3429,mounties
3430,mouse
3431,moustache
3432,movement
3433,movie poster
3434,moving
3435,moving chairs
3436,moving chairs in a hall
3437,moving furniture
3438,moving their hands
3439,moving walking fighting
3440,mrap
3441,mrs. potts
3442,msuci
3443,muffin
3444,mules
3445,mum
3446,mural
3447,musc
3448,muscle
3449,music
3450,music and dance
3451,music band
3452,music band in street parade
3453,music band performing
3454,music car
3455,music concert in mall
3456,music intro
3457,music on bagpipe
3458,music parade
3459,music performance
3460,music playing
3461,music plays and they are called forward
3462,musica
3463,musical band playing
3464,musical card
3465,musical event
3466,musical instraments
3467,musical instrument playing
3468,musical instruments
3469,musical instuments
3470,musical street parade
3471,musicians
3472,mylar
3473,n/a
3474,naked
3475,name tags
3476,names
3477,names being called out at graduation
3478,names of grads are called out
3479,napkins
3480,narration
3481,nashville
3482,national
3483,national anthem
3484,nature
3485,naval seamen
3486,navy
3487,navy graduation
3488,navy parade
3489,necklace
3490,needle
3491,neighborhood
3492,neighborhood kids parade
3493,nemo
3494,nemo display
3495,neon
3496,neon lights
3497,neon sign
3498,nerd
3499,nerd in flat
3500,nerd watching parade
3501,net
3502,new year
3503,new year's parade
3504,new years celebration
3505,new years eve
3506,new york
3507,ngiht
3508,niã±os
3509,ni os
3510,nice house
3511,nick
3512,nieces
3513,night
3514,night display
3515,night float rail parade lights
3516,night gathering
3517,night kights float animals crowd
3518,night light people girl
3519,night lights car police street parade
3520,night lights crowd building window
3521,night lights float parade people
3522,night lights garland students light table glass
3523,night lights parade
3524,night lights parade float crowd flash
3525,night parade
3526,night parade people float
3527,night party
3528,night skaters lights tree parade street black
3529,night sky candles fireworks music crowd people
3530,night time
3531,night time christmas parade
3532,night time concert
3533,night time disney parade
3534,night time electrical parade
3535,night time floats
3536,night time light show parade
3537,night time parade
3538,night time procession
3539,night time show
3540,night time stree parade
3541,night time street parade
3542,night time street parade1
3543,night time street party
3544,night time street show
3545,night-time parade
3546,night-time stree parade
3547,night-time street parade
3548,nightfall
3549,nightime disney parade
3550,nightime marching band parade
3551,nightime parade
3552,nightime street parade
3553,nightime street party
3554,nighttime
3555,nighttime electrical parade
3556,nighttime event with a marching band
3557,nighttime parade
3558,nighttime parade and circus act
3559,nighttime parade with christmas theme
3560,nighttime street parade
3561,no clue
3562,no event
3563,no sense
3564,nobody
3565,nodding
3566,noise
3567,noise makers
3568,noisy
3569,noisy family pose for a photo
3570,none
3571,noodles
3572,nose
3573,nosiy
3574,nothing
3575,nred in kitchen watching crowds
3576,nursery
3577,nursery school
3578,nursery school performance
3579,nurses
3580,nurses graduating
3581,nurses sing happy birthday to a patient
3582,nurses singing
3583,nurses singing happy birthday
3584,nurses singing to patient
3585,nutcracker
3586,ocean
3587,octopus
3588,office
3589,officers getting assignments as to what division they will be working in
3590,official
3591,old
3592,old fashioned clothes
3593,old fashioned clothing
3594,old lady
3595,old man
3596,old man birthday
3597,old men
3598,old people
3599,old persons birthday celebration
3600,older couple cutting cake
3601,olympic flame
3602,one
3603,one guy falls
3604,one person with flag
3605,one stops half way through
3606,one year old birthday party
3607,onlookers
3608,opeing a gift
3609,open top bus
3610,opening
3611,opening a birthday card
3612,opening birthday presents
3613,opening card
3614,opening cards
3615,opening envelope
3616,opening gifts
3617,opening gits
3618,opening presents
3619,opening toy
3620,orange
3621,orange chairs
3622,orange dress
3623,orange hair
3624,orange wig
3625,orca
3626,orchestra
3627,orden
3628,organ
3629,oriental
3630,ornaments on display
3631,ornate
3632,ornements
3633,orniments
3634,orphan
3635,others wave
3636,outdoor market of hand-made wooden goods
3637,outdoor show
3638,outdoors
3639,outing
3640,outside
3641,overlay
3642,overweight
3643,owner singing happy birthday
3644,paaade
3645,package
3646,paddles
3647,padea
3648,paeade
3649,pageant
3650,pagodas
3651,paintings
3652,pajamas
3653,palm tree
3654,palms
3655,pan
3656,panel
3657,paneling
3658,panther country
3659,paper
3660,paper hat
3661,paper lanterns
3662,paper plates
3663,paper plates eating utensils
3664,paper plates/eating utensils
3665,paraade
3666,parachute
3667,parade
3668,parade and helicopter flying
3669,parade animal tree sky bubble
3670,parade around a track
3671,parade at night
3672,parade balloon
3673,parade band
3674,parade canada cold
3675,parade captain hook peterpan
3676,parade car float
3677,parade cars
3678,parade celabration american flags
3679,parade children fun outside
3680,parade christmas disney disneyworld peter pan wendy kids alice in wonderland
3681,parade christmas snowwhite castle princess disney disneyworld waving hand kids
3682,parade college girls christmas kids street dancing coordinate
3683,parade crowd
3684,parade dance
3685,parade drumline canada
3686,parade duck castle sky tree branch goofy
3687,parade featuring some racing cars on a street
3688,parade flag float tree singer man
3689,parade float
3690,parade float fireworks crowd
3691,parade float marchers flags uniforms dancing
3692,parade floats
3693,parade floats decorated with bright lights
3694,parade from 10th floor
3695,parade from an apartment viewpoint
3696,parade group building boy
3697,parade hat dogs street light pole sky building car bike
3698,parade in  a shopping mall
3699,parade in homedepot
3700,parade in mall
3701,parade lights float
3702,parade lights night
3703,parade lights princess blue
3704,parade marching
3705,parade marching band playing instruments
3706,parade masks costumes
3707,parade music
3708,parade nighttime rides glowsticks moving lights
3709,parade of carts
3710,parade of emt's
3711,parade of firetrucks
3712,parade of horses
3713,parade of lights
3714,parade of little trucks
3715,parade of motorcycles
3716,parade of pets
3717,parade of singers
3718,parade participants performing a dance for the viewers
3719,parade people watching
3720,parade playing christmas songs
3721,parade police lights anniston flags guns salute
3722,parade procession
3723,parade snowwhite christmas disney disney world durfs
3724,parade street applause crowd
3725,parade tree branch sky people crowd street boy girl
3726,parade w a killer whale float
3727,parade w firetrucks
3728,parade w floats
3729,parade w marching band
3730,parade with horse and band playing
3731,parade1
3732,parade`
3733,parading
3734,paragliding
3735,paralympians
3736,parcel
3737,pardade
3738,parde
3739,parede
3740,parent and child
3741,parent helping her
3742,parent helping him
3743,parent video taping
3744,parents
3745,parents celebrating happy birthday with drums and lights
3746,parents celebrating little girl's birthday
3747,parents holding children
3748,parents singing with children
3749,parents urging him to blow out the candle
3750,parents watch from the side
3751,park
3752,parka
3753,parked cars
3754,parqade
3755,part
3756,partial usage of foreign language
3757,party
3758,party celebrations
3759,party hat
3760,party hats
3761,party hats favors
3762,party hats/favors
3763,party occasion in a home
3764,party piece
3765,party video
3766,party!
3767,pary
3768,passengers
3769,passes
3770,passing
3771,passing ball to each other
3772,pasta on body
3773,pastry
3774,patade
3775,path
3776,patient
3777,patient in hospital
3778,patio
3779,patrade
3780,patrons
3781,pavement
3782,pdsfsdfs
3783,peace signs
3784,peacock
3785,pedestrians
3786,peguin happy time
3787,penguin
3788,peninsula youth
3789,peope
3790,people
3791,people at a birthday party
3792,people at a house party
3793,people baton band girls wall street costume
3794,people camera floor kids hat
3795,people cap gown people chair step flower
3796,people carrying banners
3797,people carrying object
3798,people celebrate birthday
3799,people celebrating
3800,people chat
3801,people chat and laugh
3802,people chat in kitchen
3803,people cheer
3804,people cheer on a streetparade
3805,people cheer on street parade
3806,people cheer when a man arrives in the room
3807,people clapping
3808,people crowd a street
3809,people dance in a parade
3810,people dance in a street parade
3811,people dancing
3812,people dancing and clapping
3813,people dancing in the street
3814,people eating
3815,people eating cake
3816,people gathered
3817,people gathered around
3818,people gathered in a room
3819,people gathered outdoors
3820,people gathered together
3821,people giving leis to woman
3822,people glass balloon shirt table dishes
3823,people gown tree sky balloons kids
3824,people graduate
3825,people graduating shown on a big screen
3826,people graduation
3827,people greet each other
3828,people hide
3829,people holding flags
3830,people hugging others in room
3831,people in a line
3832,people in bee costumes made out of lights
3833,people in character suits take part in a parade
3834,people laugh at nothing
3835,people laughing
3836,people laughing and talking
3837,people lining up and celebrating
3838,people lounging
3839,people making a speech
3840,people marching
3841,people mingling
3842,people on floats waving tp crowd
3843,people on roof of building
3844,people on roof walking back and forth
3845,people on sidewalk watching
3846,people on stage
3847,people outside house bench
3848,people parade to music
3849,people performing on floats
3850,people performing on the floats
3851,people play indoor footbll
3852,people play music in a casual parade
3853,people play music walking down the street
3854,people playing drums
3855,people record someone lighting candles
3856,people riding float
3857,people sat down
3858,people sat down at tables
3859,people sat down on sofa
3860,people sat on seats
3861,people seem to mock
3862,people sing at a graduation
3863,people sing drunkenly in a room
3864,people sing happy birthday
3865,people sing happy birthday in a disney store
3866,people sing happy birthday in the dark
3867,people sing happy birthday to an unimpressed kid
3868,people sing happy birthday.
3869,people sing the national anthem
3870,people singing
3871,people singing and dancing
3872,people singing happy birthday.
3873,people singing in a darkened room
3874,people singing on microphone
3875,people sit chatting at a party
3876,people sitting
3877,people sitting around
3878,people smiling
3879,people stage podium speech
3880,people standing
3881,people stood in hallway
3882,people stood in lines
3883,people stood on stage
3884,people stood up
3885,people surprise a girl in a dark room
3886,people take part in a parade
3887,people take part in an outdoor parade
3888,people talking
3889,people talking in background
3890,people together
3891,people videoing a parade
3892,people waiting in the dark
3893,people walk across the graduation stage
3894,people walking
3895,people walking dogs
3896,people walking down street
3897,people walking in parade
3898,people walking in room
3899,people wall cake flame table cookies camera woman
3900,people wall food candle flame
3901,people watch a military parade
3902,people watching
3903,people watching a display
3904,people watching and taking pictures
3905,people watching floats
3906,people watching marching band
3907,people watching on sidewalk
3908,people watching parade
3909,people watching the parade
3910,people waving
3911,people waving at camera
3912,people waving from the floats
3913,people waving pennants
3914,people waving their hands
3915,people wearing headphones
3916,people wearing orange
3917,people wearing t shirts
3918,people wearing t-shirts
3919,people yelling
3920,pep rally
3921,peple
3922,pepole
3923,percussion
3924,percussion instruments
3925,perfoemance
3926,perfoming
3927,performance
3928,performance show kids children
3929,performe
3930,performers
3931,performers rollerskating
3932,perhaps a graduation ceremony of young students
3933,person
3934,person blowing out candle
3935,person eating
3936,person giving a speech
3937,person shoots at an outdoor basketball ring
3938,person speaking about lily
3939,person speaking on microphone
3940,person talking
3941,person with camera ready to take picture
3942,personal party
3943,pet
3944,pet dogs birthday
3945,petals
3946,peter
3947,peter pan
3948,peterpan
3949,pets
3950,pets birthday
3951,pets birthday party
3952,pets party
3953,pews
3954,phd graduation
3955,philippine graduation
3956,phone
3957,photo flash
3958,photo opportunity
3959,photo taking
3960,photo-op
3961,photogaphy
3962,photographer
3963,photos
3964,photos taken
3965,pianist
3966,piano
3967,piano playing
3968,pick up toy
3969,pickaxe
3970,picked up flag
3971,picket
3972,picnic
3973,picnic in park
3974,picnic in park\
3975,picnic table
3976,picture of child
3977,picture taking
3978,pictures
3979,picturetaking
3980,pigs
3981,pigtails
3982,pillow
3983,pin ceremony
3984,pinata
3985,pink
3986,pink dress
3987,pink pig
3988,pinocchio
3989,pinoccio
3990,pinwheels
3991,pipe bag music
3992,pipe bag parade
3993,pipe band street parade
3994,pipeband street parade
3995,piper
3996,pipes
3997,pirate
3998,pirate musical skit
3999,pirate ship
4000,pirate ship replica
4001,pitch
4002,pizza
4003,pizza & birthday cake
4004,pizza birthday cake
4005,placard
4006,placing honor scarf
4007,plaid
4008,plane
4009,plant
4010,plants
4011,plastic
4012,plastic container
4013,plastic trays
4014,plates
4015,platforms
4016,play ground
4017,player shoots the ball and misses
4018,players
4019,players on the court running
4020,players riunning
4021,players running
4022,players shooting basketball at the basket
4023,playful
4024,playing
4025,playing a game w kids
4026,playing ball
4027,playing basketball
4028,playing drums
4029,playing game
4030,playing guitae
4031,playing guitar
4032,playing in the gym
4033,playing instruments
4034,playing karoke
4035,playing music
4036,playing musical instruments
4037,playing on beach
4038,playing on parachute
4039,playing on the beach
4040,playing organ
4041,playing soccer
4042,playing soccer on beach
4043,playing toys
4044,playing trumpet
4045,playing trumpets
4046,playing with 2 little toys
4047,playing with balloon
4048,playing with puzzle
4049,playtime
4050,plumes
4051,pluto
4052,pocahontas
4053,podieum
4054,podium
4055,podium floor stage gown cap curtain
4056,podium on stage
4057,poetry
4058,pointing
4059,pointing at cake
4060,pole sky tent people kids
4061,poles
4062,police
4063,police academy graduation ceremony
4064,police award ceremony
4065,police bike people dancers float parade light
4066,police car
4067,police car parade
4068,police car with lights flashing
4069,police ceremony
4070,police escort
4071,police graduation
4072,police man
4073,police man walks across the room
4074,police officers
4075,police take part in a ceremony
4076,policeman
4077,policeman watches
4078,policemen
4079,pom poms
4080,pom-poms
4081,pomp and circumstance
4082,pomp and circumstance playing
4083,poms
4084,pony tails
4085,ponytails
4086,pooh
4087,pool
4088,pop
4089,popping a balloon
4090,popping balloon
4091,posing
4092,posing for family photo
4093,posing for photos
4094,post
4095,post commencement
4096,post-commencement
4097,poster
4098,pots
4099,pottery
4100,pov
4101,power poles
4102,pparade
4103,pparade at night
4104,ppl
4105,ppl having fun
4106,ppl hugging
4107,prabhjot
4108,practice
4109,prade
4110,prank
4111,prarade
4112,praty
4113,praying
4114,pre-kindergarden
4115,pre-teen
4116,preacher
4117,preacher speaking to audience
4118,preform
4119,preformance
4120,preparing
4121,preperation
4122,preschool
4123,preschool graduation
4124,preschooler opening gifts
4125,present opening
4126,presentation
4127,presentation ceremony
4128,presentation of diplomas degrees
4129,presentation of diplomas degrees on stage
4130,presentation of diplomas/degrees
4131,presentation of diplomas/degrees on stage
4132,presentaton
4133,presenting certificates
4134,pride
4135,primary school
4136,prince
4137,princess
4138,princess and the frog
4139,prison
4140,prisoners playing sport
4141,prisoners playing sports
4142,prize giving
4143,prizeday
4144,prizes
4145,procession
4146,profesionales
4147,profession
4148,professor
4149,professors
4150,program
4151,programs
4152,prohibited
4153,projection
4154,projection television
4155,projector
4156,prom
4157,prom girls proud graduation speech
4158,promotion
4159,promotional
4160,propeller hat
4161,protest
4162,protesting
4163,proud
4164,psar
4165,pscyhology
4166,pub
4167,public
4168,public transport
4169,pulling
4170,pulling faces
4171,pullovers
4172,pulpit
4173,pumpkin
4174,pumpkin costume
4175,pumpkins
4176,pupils
4177,puppet show
4178,puppets
4179,puppy
4180,purple
4181,purple hats
4182,purses
4183,pushing ride
4184,putting candle on cupcake
4185,putting hats on dogs
4186,putting on honor scarf
4187,puzzle
4188,pyjamas
4189,pyrotechnics
4190,quad bike
4191,queen
4192,queing at a counter
4193,queue
4194,quiet
4195,race
4196,race track with cars moving on it
4197,raceetrack
4198,racetrack
4199,raceway car horn pole sign grass sky rail
4200,raceway car track stands
4201,racing cars
4202,racket
4203,raffle
4204,rail night lights umbrella jacket
4205,rail people gown cap students
4206,railing
4207,rain
4208,rainbow
4209,rainbow kids cap gown teacher board camera people
4210,rainbow parade
4211,raindeer float
4212,raising hoop
4213,rally
4214,rc
4215,reading
4216,reading from card
4217,receive reward
4218,receiving
4219,receiving award
4220,receiving certificates
4221,receiving diploma
4222,receiving dipolmas
4223,receiving line
4224,recepient
4225,reception
4226,recital
4227,recital kids
4228,recital or play
4229,reciting
4230,recognition
4231,recognition ceremony
4232,recording
4233,recreation
4234,red
4235,red and blue
4236,red and blue cap and gown
4237,red and white
4238,red and yellow caps gowns
4239,red and yellow caps/gowns
4240,red balloon
4241,red bear
4242,red book
4243,red gowns
4244,red jumpers
4245,red outfits
4246,red stripes
4247,redneck
4248,referee
4249,referee judging the game
4250,reflection
4251,reflections
4252,regatta
4253,rehearsing
4254,reindeer
4255,relax
4256,religeous celebration
4257,relight
4258,religion
4259,religious
4260,religious parade
4261,remote
4262,remote control
4263,repeat birthday songs
4264,repeats
4265,reporter
4266,residential
4267,respect
4268,restaurant
4269,resturant
4270,rewarding
4271,ribbon
4272,riders
4273,riders in santa costumes
4274,riders on float
4275,riding
4276,riding train
4277,rifle
4278,ring
4279,riot
4280,rip
4281,ripping off the wrapping paper
4282,risas
4283,rites
4284,river
4285,road
4286,roadside
4287,roadway
4288,roast chickens
4289,robes
4290,rocking car
4291,rocking horse
4292,rocks
4293,rollerskating
4294,room
4295,room balloon blind table cake people
4296,room kid sleeping wake up tired
4297,room mickey kids pinata teacher
4298,room people wall ceiling screen
4299,rope
4300,ropes
4301,rose bowl parade
4302,roses
4303,rotating
4304,rotc
4305,route
4306,routine
4307,row
4308,rowdy men
4309,rubber ball
4310,rubber horse
4311,rubbing
4312,rude
4313,rude guy makes a gesture
4314,rug
4315,rundlett middle school
4316,running
4317,running and hitting balls
4318,running groups
4319,running on cou rt
4320,runway
4321,s
4322,saddle
4323,safari
4324,safari clothes
4325,sailing
4326,sailor hat uniform group band wall
4327,sailors
4328,sailors in formation
4329,sailors in formation performing an exercise
4330,sailors men hat uniform wall group
4331,sales
4332,salesman
4333,salsa
4334,salute
4335,sam
4336,same boat releases fireworks
4337,san diego
4338,sand
4339,sandwiches
4340,santa
4341,santa claus
4342,santa clause
4343,santa hat
4344,santa hats
4345,santa motorcycle parade
4346,santa show
4347,santas on motorcycles
4348,sari
4349,saris
4350,sashes
4351,sat down
4352,saters
4353,saying happy birthday
4354,saying happy birthday to camera
4355,saying thank you
4356,scarf
4357,scaring
4358,scarves
4359,scary face on float
4360,scholl chrildrens graduation
4361,school
4362,school award ceremony
4363,school awards
4364,school band
4365,school basketball game
4366,school ceremony
4367,school ceromony
4368,school certificate ceromony
4369,school children
4370,school children people
4371,school children singing in hall
4372,school concert
4373,school disney
4374,school event
4375,school function
4376,school funtion
4377,school graduation
4378,school gym
4379,school hall
4380,school halloween social
4381,school kids
4382,school kids graduation
4383,school kids graduation singing
4384,school kids perform on stage
4385,school kids sining
4386,school parade
4387,school performance
4388,school play
4389,school practice children
4390,school program
4391,school recital
4392,school sports awards event
4393,school talk
4394,school zone sign
4395,schoolchildren
4396,schoolkids dancing
